;1
精细;1
飞行员;1
平日;1
剃头;2
辫子;1
肉身;6
孤老;1
百岁狗;1
走散;1
磕;3
水塘;1
忌讳;1
衣衫;1
漂亮;37
引出;3
碾;3
林荫道;1
外传;1
碰;6
否决;1
凶手;11
插队;1
住处;2
受孕;3
懂事;3
出错;1
老鼠;9
猎奇;3
叫声;2
二炮;1
碗;15
外祖母;1
夜总会;3
参差;1
碑;2
碎;3
夜里;11
财源;1
解除;1
干旱;1
愤懑;1
